,Title,Authors,Abstract,Journal Title,Link,Published Date,Volume,Pages,
57,Populism and the Rule of Law, Nicola Lacey,"The resurgence of populism in Europe and North America is widely thought to have placed the rule of law under pressure. But how many of the relevant developments are indeed associated with populism? And is any such association a contingent or analytic matter: Does populism inevitably threaten the rule of law, or do other conditions intervene to shape its impact? After setting out how I understand the rule of law and populism, I examine the ways in which contemporary populist discourse has challenged the rule of law through a variety of mechanisms—notably agenda setting, policy impact, influence on discretionary decisions, and convention trashing—considering the institutional and social conditions that conduce to strengthen or weaken these mechanisms in particular contexts. Finally, I consider the implications of the analysis for contemporary criminalization, assessing how many of the factors producing penal populism or overcriminalization are truly a product of populism.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042919,Oct-19,Vol. 15,79-96 ,
58,"Understanding Immigration Detention: Causes, Conditions, and Consequences", Emily Ryo,"During the summer of 2018, the US government detained thousands of migrant parents and their separated children pursuant to its zero-tolerance policy at the United States–Mexico border. The ensuing media storm generated unprecedented public awareness about immigration detention. The recency of this public attention belies a long-standing immigration enforcement practice that has generated a growing body of research in the past couple of decades. I take stock of this research, focusing on the causes, conditions, and consequences of immigration detention in the United States. I also discuss critical tasks for future research, including (a) examining the role of local governments, the private prison industry, and decision makers responsible for release decisions in maintaining the detention system; (b) extending the field of inquiry to less-visible detainee populations and detention facility guards and staff, for a fuller understanding of detention conditions; and (c) investigating not only direct but also indirect consequences of detention.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042743,Oct-19,Vol. 15,97-115 ,
59,"Law, Morality, and Health Care Professionals: A Multilevel Framework", Elizabeth Chiarello,"Socio-legal scholars have long been interested in the relationship between law and morality. This article uses a multilevel approach to understanding this relationship by focusing on health care professionals, key actors in an institution that covers broad swaths of social life and that serves as a key site of moral meaning making and practice. I demonstrate how morality and law interface differently at three levels: through daily social interaction, during which providers assess patients’ deservingness while patients attempt to present themselves as morally worthy; through organizational structures and processes that establish legalistic rules and bring diverse workers into shared space; and through field-level legal and moral infrastructures that shape frontline decision making and that change due to social movement mobilization. The article concludes by describing the benefits of a multilevel approach to examining the interplay between law, morality, and health care work and suggesting strategies for theoretically investigating these relationships more completely.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042853,Oct-19,Vol. 15,117-135 ,
60,Early US Prison History Beyond Rothman: Revisiting The Discovery of the Asylum, Ashley T. Rubin,"David J. Rothman's The Discovery of the Asylum, one of the first major works to critically interrogate the beginning of America's extensive reliance on institutionalization, effectively launched the contemporary field of prison history. Rothman traced the first modern prisons’ (1820s–1850s) roots to the post-Revolution social turmoil and reformers’ desire for perfectly ordered spaces. In the nearly 50 years since his pioneering work, several generations of historians, inspired by Rothman, have amassed a wealth of information about the early prisons, much of it correcting inaccuracies and blind spots in his account. This review examines the knowledge about the rise of the prison, focusing on this post-Rothman work. In particular, this review discusses this newer work organized into three categories: the claim that prisons were an invention of Jacksonian America, reformers’ other motivations for creating and supporting prisons, and the frequently gendered and racialized experiences of prisoners. The review closes by reflecting on the importance of prison history in the contemporary context and suggesting areas for future research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042808,Oct-19,Vol. 15,137-154 ,
61,Empirical Studies of Human Rights Law," Kevin L. Cope,  Cosette D. Creamer, and  Mila Versteeg","A growing body of empirical studies has provided important insights into our understanding of the causes and effects of codified human rights. Yet empirical research has treated human rights treaties and constitutional rights as separate domains, even though the two regimes offer many of the same rights protections and can interact and reinforce each other. In this article, we review these two bodies of literature, focusing on two lines of inquiry: studies that (a) treat rights commitments as the outcome to be explained and (b) examine the consequences of these commitments for state behavior. Some broad insights emerge from these literatures. First, the literatures adopt different orientations to explaining why states commit themselves to legal rights. Second, the effect of both human rights treaties and constitutions is usually small and contingent on certain legal and political environments. This review concludes by synthesizing debates over the most effective methods for measuring rights performance and for gauging causal effects.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-031123,Oct-19,Vol. 15,155-182 ,
62,Field-Based Methods of Research on Human Rights Violations, Daniel Rothenberg,"Field-based research lies at the heart of human rights discourse and practice. Yet, there is a lack of consistency and coherence in the methodologies used and inadequate transparency regarding research methods in most human rights reporting. This situation opens work up to multiple challenges as to quality, veracity, and legitimacy. Although there have been repeated calls for greater methodological rigor through universal standards, general principles, and guidelines, human rights research remains diverse, uncoordinated, and disparate. This article explores these issues in relation to fact-finding, measuring violations, truth commissions, and emerging tools and technologies. It reviews how methodological debates reflect significant divisions among disciplines, differences in goals and objectives, distinct interests among various actors and organizations working on these issues, and the overall complexity of human rights research. The article argues against implementing universal research practices and for creatively and openly engaging debates regarding field-based methods. Such efforts can provide an essential corrective to unquestioned assumptions, enable greater transparency, and improve the overall quality and comparative value of human rights research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-133939,Oct-19,Vol. 15,183-203 ,
63,From Food Chains to Food Webs: Regulating Capitalist Production and Consumption in the Food System, Christine Parker and  Hope Johnson,"This review addresses food as a topic of sociolegal studies. We show that the divide between production and consumption in law and social science is increasingly untenable in the context of contemporary globalizing, industrializing food chains underpinned by a productivist ideology and supported by a consumptogenic cultural economy. Sociolegal studies of food are well-suited to grappling with the complexity of production–consumption dynamics through regulatory governance studies of hybridized (public and private) supply chain standards. Yet we argue for an expanded focus on the embeddedness of food chains in social, political, and, importantly, ecological food webs. We suggest that sociolegal studies into ecologically based regulation, countermovements, and an expansive version of the human right to food (that includes nature and animals) can particularly contribute to an understanding of the possibilities for regulating capitalism by seeking to constrain globalizing, industrialized food chains.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042908,Oct-19,Vol. 15,205-225 ,
64,How Subtle Bias Infects the Law," Isabel Bilotta,*  Abby Corrington,*  Saaid A. Mendoza,*  Ivy Watson,* and  Eden King","This review describes the ways in which contemporary forms of prejudice and stereotypes, which are often subtle and unconscious, give rise to critical problems throughout the legal system. This summary highlights dominant themes and understudied issues at the intersection of legal and psychological research. Three areas of focus are considered: law enforcement (policing), legal decision making, and the legal profession. Recommendations for future research and practice are offered.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042602,Oct-19,Vol. 15,227-245 ,
65,Intersectionality: From Theory to Practice," Hajer Al-Faham,  Angelique M. Davis, and  Rose Ernst","Intersectionality as a framework and praxis has gathered significance in law and the social sciences over the past 20 years. This article begins by reviewing how intersectionality has been conceptualized, as well as the implications of varying definitions attributed to intersectionality. We then explore applications of intersectionality, first in research that focuses on uncovering processes of differentiation and systems of inequality across a range of topics, including reproductive rights, colonization, religion, immigration, and political behavior. After examining these processes and systems, we turn to a second research approach that focuses on categories of difference and between-category relationships. We find that despite different views on conceptualization, application, and implications, intersectionality may nevertheless open new avenues of inquiry for scholars as well as opportunities for transformative coalition building in social movements and grassroots organizations.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042942,Oct-19,Vol. 15,247-265 ,
66,Law and Civilization: Norbert Elias as a Regulation Theorist, Robert van Krieken,"The German sociologist Norbert Elias developed a wide-ranging sociological analysis of the interconnections between processes of state formation, institutional dynamics, and individual subjectivity, or habitus, and the logic of their processes of transformation over time. His work has had significant impact on social scientific thought in a wide variety of fields, including the historical sociology of the self, violence, crime and punishment, organizations, emotions, sexuality, social control, and sport. His influence in legal scholarship, however, has concentrated in criminology, with only sporadic use of his ideas in relation to other topics in law and social science research. This review highlights the ways in which Elias can be read as a theorist of regulation by outlining (a) the core elements of Elias's “process-figurational” sociology and his analysis of processes of civilization and decivilization; (b) Elias's observations on law and state formation; (c) a selection of the sociolegal research related to his sociological approach, in fields such as crime and punishment, evolving modes of regulation, and international relations; and (d) the potential future directions in which Elias's process-figurational approach might move in sociolegal research and scholarship. These include the emotional dimensions of family law, human rights and humanitarianism, the intersections of legal evolution and broader processes of social change, legal pluralism and legal culture, tort law, constitutionalism, and the rule of law.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-030909,Oct-19,Vol. 15,267-288 ,
67,Law and Refugee Crises," Silvia Pasquetti,  Noemi Casati, and  Romola Sanyal","Refugees have an increasing global significance, as their numbers continue to grow and the nature of displacement continues to evolve. Different international, state, and local laws and policies play a part in refugee crises. On the one hand, then, it is important to theorize the role of the law in shaping different formations of displacement; on the other, it is also crucial to address how the people involved in these crises (government officials, street-level bureaucrats, forced migrants, and receiving populations) engage with the law. We highlight and develop three areas of sociolegal inquiry that can push forward the study of the law and politics of refuge: (a) the uneven geography shaping the global humanitarian machine; (b) the local contexts within which such a machine operates, interacting with different actors’ conceptualizations of justice; and (c) the distinct dilemmas that the urban environment poses to both refugees and humanitarians. Advancing these areas of sociolegal inquiry requires enriching established theoretical sources in refugee studies with both neglected ones, such as postcolonial theory and Pierre Bourdieu's sociology of forced displacement, and newer ones, such as Didier Fassin's anthropology of morality and pragmatic sociology of ordinary judgments of fairness.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042609,Oct-19,Vol. 15,289-310 ,
68,Legal and Political Responses to Campus Sexual Assault, Michele Landis Dauber and  Meghan O. Warner,"Despite a long history of reform efforts, college students remain vulnerable to sexual harassment and assault on campus. This article surveys that history from the 1970s to the present, including a flurry of enforcement activity under President Obama and a backlash and reversed course under Trump. Many of the systems—for example law, education, and public health—designed to ameliorate the epidemic of campus sexual assault have failed to do so. These failures have been particularly pronounced for victims who experience multiple intersecting inequalities. The resulting frustration with legal remedies through campus Title IX processes and the criminal and civil justice system has spurred a new interest in strategies to prevent sexual assault in the first place. Recent political developments, including the #MeToo movement, suggest a potential for democratic political accountability to make progress where legal reform efforts and campus prevention programming have thus far been unsuccessful.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-031308,Oct-19,Vol. 15,311-333 ,
69,Legal Consciousness Reconsidered, Lynette J. Chua and  David M. Engel,"Legal consciousness is a vibrant research field attracting growing numbers of scholars worldwide. Yet differing assumptions about aims and methods have generated vigorous debate, typically resulting from a failure to recognize that three different clusters of scholars—identified here as the Identity, Hegemony, and Mobilization schools—are pursuing different goals and deploying the concept of legal consciousness in different ways. Scholarship associated with these three schools demonstrates that legal consciousness is actually a flexible paradigm with multiple applications rather than a monolithic approach. Furthermore, a new generation of scholars has energized the field in recent years, focusing on marginalized peoples and non-Western settings. Through their findings, and as a result of broader trends across the social sciences, relational legal consciousness has taken on greater importance. Legal consciousness research should be imagined on a continuum ranging from individualistic conceptualizations of thought and action to interactive, co-constitutive approaches.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042717,Oct-19,Vol. 15,335-353 ,
70,Legal Mobilization and Authoritarianism, Lynette J. Chua,"Studies about authoritarianism build the foundation of legal mobilization scholarship and continue to advance this area of sociolegal research. The contributions of these studies become apparent when we view authoritarianism as a phenomenon found in all societies. Authoritarian regimes exist as nation states and as enclaves, such as subnational territories, institutions, and social spaces. Scholars who examine whether and how people use the law in diverse authoritarian settings bring out the malleable, situational, and plural nature of legal power. Law, in collaboration or complicity with other sources of power, can impede legal mobilization. Nevertheless, individuals and groups can use the law to challenge authoritarianism by carrying out formal, quasi-formal, or nonformal legal actions, an array of strategies and tactics that encompass more than courtroom litigation. Overall, the outcomes of legal mobilization under authoritarianism are mixed and paradoxical. Sometimes law can benefit disadvantaged populations living under authoritarianism. However, law is also criticized for being ineffective, even harmful. Examined in light of the notion that authoritarianism is all over, legal mobilization research offers keen reflections on the study of legal power.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-043026,Oct-19,Vol. 15,355-376 ,
71,Macroeconomics and the Law, Yair Listokin and  Daniel Murphy,"This article surveys recent work on the role of law in determining economic aggregates such as gross domestic product, unemployment, inflation, and productivity growth. We provide a brief overview of macroeconomics and discuss how legal interventions and institutional arrangements such as monetary, fiscal policy, financial regulation, and other legal changes can stabilize business cycles. Finally, we discuss the role of the law in promoting economic growth.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-032719-110419,Oct-19,Vol. 15,377-396 ,
72,"Monetary Sanctions: A Review of Revenue Generation, Legal Challenges, and Reform"," April D. Fernandes,  Michele Cadigan,  Frank Edwards, and  Alexes Harris","The Ferguson Report became a watershed moment for understanding the costs and consequences of the monetary sanctions system for communities of color. Since that time, myriad reports, studies, and commissions have uncovered evidence that suggests that Ferguson, Missouri, was not an outlier but rather part of a broader set of systems throughout the country that relied on increasingly punitive assessment and collection strategies for revenue. The growth and expansion of these systems continue to have detrimental and widespread consequences. In this article, we aim to shed light on the current state of monetary sanctions as the full scope and damage of the monetary sanctions system come better into focus on the national, state, and local level. We explore the legal challenges and legislative reforms that are attempting to reshape the landscape of monetary sanctions and lessen the burden on economically disadvantaged individuals and communities of color.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042816,Oct-19,Vol. 15,397-413 ,
73,On Juror Decision Making: An Empathic Inquiry, Dan Simon,This review examines the workings of jurors deciding criminal cases. It seeks not to commend or condemn jury decision making but rather to offer an empathic exploration of the task that jurors face in exercising their fact-finding duty. Reconstructing criminal events in the courtroom amounts to a difficult feat under the best of circumstances. The task becomes especially complicated under the taxing conditions of criminal adjudication: the often substandard evidence presented in court; the paucity of the investigative record; types of evidence that are difficult to decipher; the unruly decision-making environment of the courtroom; and mental gymnastics required to meet the normative demands of criminal adjudication. The critical spotlight is directed not at the jurors but at the conditions under which we expect them to fulfill their duty and at the unverified reverence in which their verdicts are held. The article concludes with a set of recommendations designed to assist our fact-finders in meeting the societal expectations of this solemn task.,Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042658,Oct-19,Vol. 15,415-435 ,
74,Peripheral Histories of International Law, Liliana Obregón,"Peripheral international legal histories are considered a new subfield of the discipline's historiography, though there is no defined canon, chronology, or accepted set of theoretical questions or conflicts. Despite the absence of an established literature, this review argues that peripheral histories of international law challenge the linear narrative that a European international legal system was unquestioned and easily incorporated by the new non-European states that surged in the nineteenth and twentieth centuries. This overview looks at several forms of approaching the literature that differ in methodology but share a (partial or complete) challenge to a coherent universal international law and a homogeneous forward-looking global project.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110316-113348,Oct-19,Vol. 15,437-451 ,
75,Prosecution and Punishment of Corporate Criminality, Mihailis E. Diamantis and  William S. Laufer,"This article offers an overview of and commentary on the US approach to corporate prosecution and punishment. Though the United States purports to have a vigorous system of corporate criminal law enforcement, one could reasonably ask whether that system actually takes corporate crime seriously. Corporate prosecutions, convictions, and punishment continue to be rare events. Sanctions leveraged against corporations range from those whose effectiveness remains unproved, to those that are provably ineffective, to those that are conceptually and practically incoherent. One could also reasonably ask to what extent the United States even has a corporate criminal law to enforce. The recent history of corporate criminal law enforcement reflects a discernable shift in discretion from judges to prosecutors. This period is marked by the importance of extralegal prosecutorial guidelines, the absence of controlling case law, large gaps in statutory law, and long-called-for law reforms. One result is a systematic shift from reliance on public enforcement to private self-regulation. Not only are the resulting costs to the private sector substantial and growing, but the problems with relying on corporations to police themselves are plain to see. Amid these challenges, the thirst for private-sector responsibility and accountability should motivate continued debate over the prosecution and punishment of corporations.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-031212,Oct-19,Vol. 15,453-472 ,
76,"Racial Innocence: Law, Social Science, and the Unknowing of Racism in the US Carceral State", Naomi Murakawa,"Racial innocence is the practice of securing blamelessness for the death-dealing realities of racial capitalism. This article reviews the legal, social scientific, and reformist mechanisms that maintain the racial innocence of one particular site: the US carceral state. With its routine dehumanization, violence, and stunning levels of racial disparity, the carceral state should be a hard test case for the willful unknowing of obvious devastation. Nonetheless, the law presumes “no racism,” condones racial profiling, and interprets racial disparity in policing and imprisonment as evidence of true racial difference in criminality, not discrimination. Prominent social science research too often mimics these practices, producing research that aids in the collective erasure of racism.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042649,Oct-19,Vol. 15,473-493 ,
77,Rebel Use of Law and Courts, Tom Ginsburg,"Militant organizations and rebel groups are an enduring feature of political life in much of the world. As scholars pay greater attention to rebel governance strategies, the role of law and courts is coming to the fore. We observe a good deal of variation across rebel groups in terms of their legal infrastructure and its organizational differentiation. This article surveys the recent literature and develops a framework for understanding why rebel groups vary in their use of law and also explores the consequences of legal governance for subject populations, for rebels themselves, and for external actors.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042753,Oct-19,Vol. 15,495-507 ,
78,Right-to-Work Laws: Ideology and Impact, Ruben J. Garcia,"The debates about right-to-work (RTW) laws have raged for decades. Conservatives have long argued that a freedom principle prohibits employees from being required to pay dues even when a union represents them. Unions and their allies counter that RTW laws are actually intended to minimize the bargaining and political power of labor unions. This article outlines the ideology and impact of RTW laws in the United States. As constitutional challenges to fair share fees continue and state legislatures gradually pass RTW laws, there are many studies on the impact of RTW laws on wages and unionization, but the impact on politics is more mixed. This article analyzes the data nationally but also points to some conditions in which RTW laws may not have the impact that either their proponents or detractors predict. Literature on the topic has considered the following questions: (a) whether wages and working conditions in RTW states are lower than in non-RTW states, (b) whether such laws have the intent and effect of weakening worker-friendly candidates politically, and (c) whether legal interpretations of agency fees or fair share fees are correct. Drawing on the literature in each of these areas, I explore areas of future research and offer conclusions about the state of the literature, as well as the public perceptions of RTW.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042951,Oct-19,Vol. 15,509-519 ,
79,"Sovereignty, Law, and Money: New Developments", Bruce G. Carruthers and  Melike Arslan,"Money has remained closely connected to political sovereignty even as polities changed from empires and kingdoms to dictatorships and democracies, and as money shifted from coin to paper and now to digital currency. Money constitutes a claim on value in exchange and a store and measure of value, so we consider the role law plays in these three articulations between money and value. We examine research on different instances of legal control over official currency, monetary innovations, standards of monetary measurement and valuation, counterfeiting, terror financing, and money laundering to show how the relationship between money and law has evolved in response to changes in international law, national sovereignty, and global markets.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042625,Oct-19,Vol. 15,521-538 ,
80,The Decline of the Judicial Override, Michael L. Radelet and  G. Ben Cohen,"Since 1972, the Supreme Court has experimented with regulation of the death penalty, seeking the illusive goals of consistency, reliability, and fairness. In this century, the court held that the Sixth Amendment prohibited judges from making findings necessary to impose a death sentence. Separately, the court held that the Eighth Amendment safeguarded evolving standards of decency as measured by national consensus. In this article, we discuss the role of judges in death determinations, identifying jurisdictions that initially (post 1972) allowed judge sentencing and naming the individuals who today remain under judge-imposed death sentences. The decisions guaranteeing a jury determination have so far been applied only to cases that have not undergone initial review in state courts. Key questions remain unresolved, including whether the evolving standards of decency permit the execution of more than 100 individuals who were condemned to death by judges without a jury's death verdict before implementation of the rules that now require unanimous jury votes.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042834,Oct-19,Vol. 15,539-557 ,
81,The Law and Economics of Redistribution, Matthew Dimick,"Should legal rules be used to redistribute income? Or should income taxation be the exclusive means for reducing income inequality? This article reviews the legal scholarship on this question. First, it traces how the most widely cited argument in favor of using taxes exclusively—Kaplow & Shavell's (1994) double-distortion argument—evolved from previous debates about whether legal rules could even be redistributive and whether law and economics should be concerned exclusively with efficiency or with distribution as well. Next, it surveys the responses to the double-distortion argument. These responses appear to have had only limited success in challenging the sturdy reputation of the double-distortion argument. Finally, it highlights new directions in a debate revived by increasing economic inequality.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-043037,Oct-19,Vol. 15,559-582 ,
82,Why Legal Transplants?, Toby S. Goldbach,"In examining how laws and legal institutions move across jurisdictions, comparative law scholars have employed the metaphor of a legal transplant to conceptualize both the hazards and benefits of taking in another legal system's rules. As law and society scholars become increasingly interested in the international domain, they will naturally seek out disciplines that have grappled with issues of law and culture, diffusion of governance structures, and the social processes involved in transnational lawmaking. We can thus learn a great deal from the rich literature on legal transplants. However, we should also be wary of its anemic examination of relations of power and strive to employ empirical methods to measure the social forces and factors involved. This article gives an historical overview of the key developments and debates within the legal transplant literature and suggests new directions for further research intended for a sociology of the movement of law.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101518-042617,Oct-19,Vol. 15,583-601 ,
83,Introduction, Rob MacCoun,"Cepeda Espinosa reflects on how the social sciences, especially the theories of Philip Selznick on responsive law, influenced his approach to constitution making and institutional design, when he worked as presidential advisor to two Colombian presidents, as well as to constitutional adjudication, when he was a justice of the Constitutional Court. He also discusses how responsive constitutionalism has had a transformative impact in Colombia on the role of judges, the development of innovative legal notions, the design and implementation of public policies, and society at large.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-ls-14-081718-100001,Oct-18,Vol. 14,-,
84,Eyewitness Science and the Legal System,Elizabeth F. Loftus,"For more than four decades, I have been studying the malleable nature of human memory. For most of this time period, I have also played a role as a consultant or expert in many legal cases that hinged on eyewitness testimony or other memory evidence. Here I describe some of the science that reveals how error prone eyewitnesses can be. Getting the legal field to recognize potential problems with memory evidence, and taking steps to solve those problems, has been a continuing struggle. It is a success story worth sharing.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-030850,Oct-18,Vol. 14,1-10,
85,Campaign Finance Disclosure, Abby K. Wood,"Campaign finance disclosure is the last (somewhat) robust regulation we have in American campaign finance, and it is under threat. We urgently need more research on disclosure. Regulatory complexity makes studying campaign finance disclosure daunting. It also creates so-called dark money and anonymous speech online. Scholars must understand the existing regulatory loopholes as they plan studies to avoid biased estimates and understand the conditions in which their results generalize to a broader population. The court's disclosure jurisprudence is thin and based on largely unproven assumptions. As the research on campaign finance disclosure matures, scholars should take a broad view of the costs and benefits of disclosure, rather than the narrow, court-led focus many studies have had until now. We must also take seriously the ways in which cognitive limitations can limit the benefits of disclosure. I explain the doctrine and review existing studies, highlighting opportunities to expand the literature.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110316-113428,Oct-18,Vol. 14,11-28,
86,Conditions of Confinement in American Prisons and Jails," Christopher Wildeman,  Maria D. Fitzpatrick, and  Alyssa W. Goldman","Research on the consequences of incarceration for inmates and ex-inmates, their families, and their communities has proliferated in just the last 20 years. Yet little of this research has documented variation across facilities in conditions of confinement or how these variations in conditions of confinement shape the consequences of incarceration for inmates and ex-inmates, their families, and their communities. Also, the conditions of confinement that have to this point been considered represent a very incomplete portrait of the range of conditions of confinement inmates could face. In this review, we fill this gap in four ways. First, we provide a partial overview of possible variations in conditions of confinement. Second, we use data from multiple years of the Survey of Inmates in Local Jails and the Survey of Inmates in State and Federal Correctional Facilities to provide an assessment of how much conditions of confinement vary across American jails, state prisons, and federal prisons, with an emphasis on variation within as well as between facility types. Third, we briefly review research on conditions of confinement in the United States and, as appropriate, other developed democracies. Finally, we conclude by providing a road map for future research to further enliven this research area.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-031025,Oct-18,Vol. 14,29-47 ,
87,Correctional Autonomy and Authority in the Rise of Mass Incarceration, Keramet Reiter and  Kelsie Chesnut,"Much of the literature explaining both mass incarceration and increasingly harsh punishment policies has been dominated by a focus on factors external to prisons, such as macrolevel explanations that point to political factors (like a popular rhetoric of governing through crime) or social structures (like the presence or absence of a strong welfare state). Where scholarship has focused on factors internal to prisons, explanations have often focused less on individual actors or correctional influence and more on processes, such as routinization, legalization, and risk management. This article argues for the importance of an additional explanatory factor in understanding the phenomenon of mass incarceration: the internal and relatively individualized influence of correctional officials, especially mid-level bureaucrats, who exercise autonomy and authority not only over prisoners and prison policy implementation but over policy initiation.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-031009,Oct-18,Vol. 14,49-68 ,
88,Critiques of Human Rights, Malcolm Langford,"Empirical critiques of human rights have reached a crescendo. Despite their centrality in late modernity, human rights face claims of irrelevance and predictions of demise. These social science–inflected assessments follow a familiar repertoire of critique. Concerns surrounding sociological legitimacy, material effectiveness, and distributive equality are foregrounded and undergirded by a growing body of empirical evidence, especially in sociology, political science, and anthropology but also in economics and social psychology. However, the critique has also catalyzed a counter-critique. A contending body of evidence accompanied by mid-level theorizing suggests that the turn to human rights has been more successful than imagined. This paper argues that it is difficult to reach any definitive conclusion given the role of normative biases in the research and a failure to agree on common benchmarks for evaluation. Nonetheless, with an emerging postliberal order, and a deepened concern over respect for human rights in both democracies and autocracies, critiques and counter-critiques deserve consideration in ensuring that the political project of human rights is both effective and equitable.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110316-113807,Oct-18,Vol. 14,69-89 ,
89,From Nudge to Culture and Back Again: Coalface Governance in the Regulated Organization, Ruthanne Huising and  Susan S. Silbey,"The range of organizational responses to regulatory requirements is often explained by describing the organization as a monolithic actor interacting with external agents. We look inside regulated organizations, recognizing them as a web of transactions and norms, to examine how formal and informal organizational practices transform regulatory requirements into normalized activity. This article identifies four levers used at the coalface—or frontline—of the organization to encourage compliance in organizations: nudge (individual), bureaucracy (roles, rules, and procedures), relational governance (network), and organizational culture (assumptions, values, and artifacts). We map the range of research on coalface governance while displaying the assumptions and implications of each lever often embedded in recommendations to policy makers or organizational managers. We offer this continuum of techniques to invite a richer conversation about ways of pursuing compliance in organizations.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110615-084716,Oct-18,Vol. 14,91-114 ,
90,Law and the Dead Body: Is a Corpse a Person or a Thing?, Ellen Stroud,"The central puzzle of the law of the dead is that a corpse is both a person and a thing. A dead human body is a material object—a messy, maybe dangerous, perhaps valuable, often useful, and always tangible thing. But a dead human being is also something very different: It is also my father, and my friend, perhaps my child, and some day, me. For even the most secular among us, a human corpse is at the least a very peculiar and particular kind of thing. Scholars generally divide the law of the dead body into the three intertwined realms of defining, using, and disposing of the dead, and debates in each realm center on where and how to draw the line between person and object. The thing-ness of the dead human body is never stable or secure.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110316-113500,Oct-18,Vol. 14,115-125 ,
91,Law's Underdog: A Call for More-than-Human Legalities, Irus Braverman,"Questions pertaining to the role of nonhumans in law shed light on some of the most fundamental assumptions and constructions of contemporary modern law. I start by reviewing the traditions of animal welfare and animal rights in legal studies and by discussing the constitutional frameworks that contend with the animal. Then, I move beyond the individual-based discourse of much existing animal law to contemplate ecological traditions that consider nonhuman populations and species as well as land ethics and ecosystem management. Next, I review the rich literature that has emerged in the last two decades in critical theory, mainly posthumanism and its subtraditions of animal geographies and multispecies ethnography. Finally, I sketch visions of more-than-human legalities that push beyond the limitations of existing (neo)liberal legal traditions, pausing to consider what ocean, or blue, legalities might look like. Throughout, I argue that we need to move toward a dynamic and pluralistic approach that acknowledges the myriad ways of being in the world, their significance to law, and, in turn, law's significance to these other modes of existence.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-101317-030820,Oct-18,Vol. 14,127-144 ,
